Report Number,Date Reported,Date of Occurrence,Time of Occurrence,City,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Crime Domain,Police Deployed,Case Closed,Date Case Closed,Latitude,Longitude
RPT-109149,14-08-2025,07-08-2025,13:49,Kolkata,A101,Burglary,15,Female,None,Public,14,Yes,24:39.6,22.57564901,88.34776686
RPT-109150,13-03-2025,01-03-2025,13:53,Hyderabad,D404,Fraud,69,Other,None,Cyber,19,Yes,24:39.6,17.3835532,78.49603648
RPT-109151,13-01-2025,08-01-2025,09:28,Pune,C303,Burglary,76,Other,Poison,Commercial,24,No,,18.53381128,73.87432335
RPT-109152,16-09-2025,11-09-2025,22:03,Delhi,G707,Cyber Crime,73,Male,Unknown,Commercial,20,No,,28.70120818,77.10645604
RPT-109153,18-02-2025,03-02-2025,14:24,Kolkata,B202,Kidnapping,85,Male,None,Commercial,13,Yes,24:39.6,22.58702825,88.37276945
RPT-109154,06-03-2025,21-02-2025,19:00,Mumbai,B202,Burglary,32,Male,Unknown,Transport,4,No,,19.06607531,72.89480942
RPT-109155,08-05-2025,07-05-2025,18:46,Hyderabad,E505,Robbery,76,Male,None,Public,20,Yes,24:39.6,17.36538504,78.49446524
RPT-109156,06-12-2025,28-11-2025,02:44,Delhi,A101,Kidnapping,44,Other,Gun,Residential,16,No,,28.71250753,77.0858938
RPT-109157,24-04-2025,23-04-2025,15:07,Pune,D404,Fraud,45,Other,Unknown,Commercial,11,Yes,24:39.6,18.52911508,73.85750942
RPT-109158,27-10-2025,12-10-2025,18:15,Bangalore,A101,Theft,51,Female,Knife,Residential,18,No,,12.96021938,77.57654356
RPT-109159,18-11-2024,16-11-2024,17:28,Delhi,G707,Cyber Crime,45,Other,Gun,Private,21,No,,28.70380658,77.08404447
RPT-109160,24-11-2024,22-11-2024,02:08,Bangalore,G707,Theft,20,Female,Blunt Object,Private,1,Yes,24:39.6,12.98956942,77.61327451
RPT-109161,22-10-2025,21-10-2025,10:32,Kolkata,E505,Assault,46,Female,Unknown,Private,23,Yes,24:39.6,22.59009867,88.36539015
RPT-109162,20-12-2024,17-12-2024,04:48,Hyderabad,B202,Kidnapping,82,Male,Gun,Cyber,25,No,,17.38682362,78.50643187
RPT-109163,31-05-2025,24-05-2025,13:44,Pune,G707,Burglary,52,Female,None,Transport,10,Yes,24:39.6,18.53685908,73.84688767
RPT-109164,10-10-2025,28-09-2025,03:30,Hyderabad,D404,Assault,30,Female,Poison,Cyber,23,No,,17.38048676,78.4821817
RPT-109165,19-10-2025,10-10-2025,05:28,Pune,A101,Assault,44,Male,Poison,Commercial,1,Yes,24:39.6,18.50297943,73.84076229
RPT-109166,27-11-2025,22-11-2025,00:24,Mumbai,D404,Fraud,19,Other,Unknown,Private,24,Yes,24:39.6,19.0790852,72.88990052
RPT-109167,23-02-2025,12-02-2025,19:04,Bangalore,B202,Kidnapping,37,Male,Poison,Public,25,No,,12.95856069,77.57728128
RPT-109168,06-07-2025,02-07-2025,06:37,Delhi,A101,Kidnapping,40,Other,Blunt Object,Public,8,No,,28.68662161,77.08373662
RPT-109169,18-12-2024,12-12-2024,13:12,Mumbai,F606,Fraud,38,Female,None,Transport,23,Yes,24:39.6,19.05734127,72.88827442
RPT-109170,28-11-2025,15-11-2025,18:38,Pune,B202,Fraud,45,Female,Unknown,Private,19,Yes,24:39.6,18.53644439,73.83922853
RPT-109171,03-12-2025,25-11-2025,20:14,Mumbai,C303,Kidnapping,52,Female,Poison,Commercial,20,Yes,24:39.6,19.06523728,72.86518893
RPT-109172,15-02-2025,13-02-2025,00:04,Delhi,D404,Robbery,39,Male,Gun,Commercial,7,No,,28.70186688,77.10761505
RPT-109173,20-05-2025,11-05-2025,16:52,Pune,D404,Kidnapping,21,Other,None,Public,10,Yes,24:39.6,18.52234196,73.83925795
RPT-109174,14-02-2025,01-02-2025,07:38,Hyderabad,A101,Robbery,38,Male,Knife,Cyber,9,No,,17.38506177,78.46837651
RPT-109175,06-11-2025,23-10-2025,03:12,Hyderabad,E505,Burglary,85,Other,Unknown,Residential,7,No,,17.3867233,78.46964618
RPT-109176,19-05-2025,06-05-2025,21:35,Delhi,D404,Robbery,12,Other,Poison,Residential,9,Yes,24:39.6,28.70619874,77.08598097
RPT-109177,23-07-2025,12-07-2025,02:09,Chennai,B202,Burglary,28,Male,Unknown,Commercial,26,Yes,24:39.6,13.06624345,80.26675848
RPT-109178,04-03-2025,23-02-2025,05:31,Pune,B202,Assault,81,Female,Knife,Residential,4,Yes,24:39.6,18.52849576,73.86473857
RPT-109179,19-10-2025,10-10-2025,10:04,Kolkata,E505,Theft,79,Male,Blunt Object,Residential,9,No,,22.579781,88.36780408
RPT-109180,11-02-2025,31-01-2025,02:03,Bangalore,E505,Theft,63,Female,Knife,Cyber,8,No,,12.95826027,77.59662071
RPT-109181,04-12-2024,30-11-2024,02:39,Delhi,A101,Assault,81,Male,Blunt Object,Private,19,Yes,24:39.6,28.71561861,77.11990457
RPT-109182,12-02-2025,07-02-2025,07:08,Hyderabad,C303,Assault,43,Female,Poison,Private,16,No,,17.37376237,78.48478989
RPT-109183,18-07-2025,05-07-2025,17:09,Bangalore,G707,Robbery,80,Male,Poison,Private,16,Yes,24:39.6,12.96020237,77.58342047
RPT-109184,28-04-2025,21-04-2025,14:17,Hyderabad,G707,Burglary,77,Other,Blunt Object,Commercial,15,Yes,24:39.6,17.37084444,78.4922017
RPT-109185,03-05-2025,28-04-2025,05:14,Bangalore,C303,Fraud,35,Female,Poison,Cyber,30,Yes,24:39.6,12.98022085,77.58544152
RPT-109186,26-11-2024,21-11-2024,03:21,Mumbai,B202,Assault,31,Female,Knife,Residential,21,No,,19.09537229,72.88572653
RPT-109187,26-08-2025,11-08-2025,01:44,Delhi,D404,Kidnapping,19,Other,Blunt Object,Residential,3,Yes,24:39.6,28.70489712,77.10360043
RPT-109188,28-02-2025,20-02-2025,15:18,Bangalore,B202,Theft,39,Male,Poison,Residential,11,Yes,24:39.6,12.98316054,77.57484119
RPT-109189,16-04-2025,02-04-2025,11:59,Delhi,C303,Assault,65,Female,Poison,Cyber,12,Yes,24:39.6,28.69889424,77.09631246
RPT-109190,14-08-2025,09-08-2025,23:43,Pune,E505,Burglary,27,Female,Poison,Commercial,23,No,,18.53533417,73.84647886
RPT-109191,06-09-2025,02-09-2025,12:06,Delhi,E505,Fraud,20,Other,Blunt Object,Cyber,30,No,,28.68564059,77.11313448
RPT-109192,15-06-2025,10-06-2025,18:57,Mumbai,D404,Burglary,20,Female,Blunt Object,Residential,14,Yes,24:39.6,19.09165452,72.88731786
RPT-109193,18-12-2024,04-12-2024,22:09,Kolkata,E505,Burglary,68,Male,Blunt Object,Residential,20,Yes,24:39.6,22.57257684,88.34504918
RPT-109194,05-05-2025,03-05-2025,15:24,Pune,F606,Kidnapping,65,Female,Gun,Private,3,Yes,24:39.6,18.50681002,73.87260157
RPT-109195,02-08-2025,30-07-2025,09:43,Mumbai,A101,Theft,77,Other,Unknown,Transport,17,No,,19.09177129,72.85962774
RPT-109196,20-10-2025,16-10-2025,18:53,Delhi,B202,Theft,12,Other,Gun,Cyber,3,No,,28.68608447,77.09464202
RPT-109197,11-08-2025,05-08-2025,08:20,Pune,D404,Kidnapping,80,Female,Blunt Object,Private,23,No,,18.50446136,73.86281304
RPT-109198,17-05-2025,03-05-2025,11:31,Pune,B202,Kidnapping,60,Other,Poison,Public,3,Yes,24:39.6,18.5099989,73.8706913
RPT-109199,09-11-2024,25-10-2024,00:59,Mumbai,D404,Assault,20,Male,Poison,Commercial,8,No,,19.06542505,72.88196918
RPT-109200,19-04-2025,04-04-2025,06:36,Chennai,G707,Kidnapping,15,Other,Unknown,Transport,16,Yes,24:39.6,13.06313009,80.27716187
RPT-109201,05-04-2025,28-03-2025,06:22,Hyderabad,E505,Kidnapping,80,Female,None,Private,27,No,,17.38729287,78.48787675
RPT-109202,26-09-2025,14-09-2025,01:40,Mumbai,A101,Burglary,68,Female,Unknown,Private,11,Yes,24:39.6,19.08327435,72.86256902
RPT-109203,21-11-2025,16-11-2025,15:33,Hyderabad,F606,Theft,82,Male,Blunt Object,Commercial,6,Yes,24:39.6,17.37008949,78.49723179
RPT-109204,05-01-2025,02-01-2025,11:12,Mumbai,F606,Kidnapping,81,Female,None,Public,6,Yes,24:39.6,19.07438901,72.87247657
RPT-109205,25-04-2025,12-04-2025,03:38,Pune,B202,Kidnapping,79,Female,Poison,Residential,2,No,,18.51100775,73.87362293
RPT-109206,03-02-2025,31-01-2025,05:48,Chennai,G707,Fraud,50,Female,None,Commercial,27,Yes,24:39.6,13.06405765,80.27080354
RPT-109207,06-03-2025,27-02-2025,01:29,Hyderabad,G707,Theft,10,Male,Knife,Cyber,11,Yes,24:39.6,17.40099995,78.46929121
RPT-109208,18-11-2025,12-11-2025,22:57,Delhi,B202,Cyber Crime,69,Other,None,Commercial,23,No,,28.69451125,77.08512714
RPT-109209,28-09-2025,26-09-2025,01:58,Chennai,B202,Burglary,53,Other,None,Private,18,No,,13.08134077,80.27741879
RPT-109210,09-12-2024,27-11-2024,13:15,Kolkata,E505,Theft,57,Other,None,Cyber,7,No,,22.56820193,88.3825604
RPT-109211,07-08-2025,25-07-2025,13:55,Delhi,A101,Burglary,31,Female,Gun,Transport,7,No,,28.72296458,77.11500157
RPT-109212,07-07-2025,23-06-2025,10:20,Mumbai,D404,Assault,37,Other,Poison,Residential,26,No,,19.06108226,72.88688563
RPT-109213,19-05-2025,15-05-2025,12:55,Pune,A101,Robbery,74,Male,Unknown,Commercial,20,Yes,24:39.6,18.51890414,73.8631925
RPT-109214,13-11-2024,06-11-2024,06:07,Kolkata,B202,Robbery,30,Female,Knife,Residential,17,No,,22.55461847,88.36755535
RPT-109215,10-05-2025,04-05-2025,22:11,Delhi,D404,Burglary,44,Female,Unknown,Private,8,Yes,24:39.6,28.72015813,77.0939373
RPT-109216,07-02-2025,29-01-2025,12:00,Delhi,B202,Fraud,17,Male,None,Transport,30,No,,28.69029065,77.08574726
RPT-109217,25-11-2024,20-11-2024,16:27,Hyderabad,A101,Burglary,37,Male,Knife,Private,28,No,,17.36515966,78.48895027
RPT-109218,02-08-2025,24-07-2025,07:43,Kolkata,G707,Fraud,30,Other,Poison,Residential,14,Yes,24:39.6,22.5663587,88.36757855
RPT-109219,02-10-2025,28-09-2025,07:38,Delhi,D404,Assault,84,Female,Gun,Cyber,21,Yes,24:39.6,28.70123761,77.09984093
RPT-109220,21-08-2025,13-08-2025,14:02,Kolkata,A101,Fraud,82,Female,Unknown,Private,3,No,,22.58075075,88.37418365
RPT-109221,05-11-2024,29-10-2024,12:10,Chennai,B202,Robbery,39,Male,Unknown,Residential,18,Yes,24:39.6,13.07561409,80.27129058
RPT-109222,23-01-2025,09-01-2025,11:02,Delhi,B202,Theft,66,Female,None,Residential,24,No,,28.71993515,77.1092542
RPT-109223,20-11-2025,05-11-2025,10:37,Bangalore,G707,Cyber Crime,31,Male,Poison,Transport,26,Yes,24:39.6,12.96972117,77.58840089
RPT-109224,07-05-2025,30-04-2025,21:27,Mumbai,C303,Kidnapping,74,Female,Unknown,Residential,12,Yes,24:39.6,19.06823189,72.8891569
RPT-109225,11-11-2024,02-11-2024,21:05,Mumbai,C303,Burglary,82,Male,Gun,Public,27,Yes,24:39.6,19.08737973,72.89110861
RPT-109226,28-11-2024,24-11-2024,01:13,Hyderabad,E505,Burglary,52,Other,Gun,Private,23,Yes,24:39.6,17.38336753,78.46782024
RPT-109227,03-10-2025,27-09-2025,13:26,Pune,A101,Kidnapping,83,Male,Poison,Public,18,No,,18.53585393,73.8745338
RPT-109228,16-11-2024,12-11-2024,20:52,Delhi,F606,Assault,37,Other,Poison,Transport,9,Yes,24:39.6,28.69472323,77.10329718
RPT-109229,15-05-2025,02-05-2025,19:36,Hyderabad,E505,Fraud,61,Male,Poison,Cyber,29,Yes,24:39.6,17.38873421,78.47594451
RPT-109230,20-09-2025,09-09-2025,13:29,Delhi,E505,Burglary,24,Female,Unknown,Public,30,Yes,24:39.6,28.68779808,77.09740121
RPT-109231,05-09-2025,24-08-2025,22:52,Delhi,F606,Cyber Crime,27,Male,None,Transport,19,Yes,24:39.6,28.71219894,77.08907119
RPT-109232,09-03-2025,23-02-2025,14:55,Pune,B202,Assault,38,Other,Unknown,Cyber,5,Yes,24:39.6,18.53443415,73.85116241
RPT-109233,14-02-2025,01-02-2025,18:05,Pune,E505,Kidnapping,60,Female,Poison,Public,24,No,,18.52114569,73.87283398
RPT-109234,25-01-2025,20-01-2025,12:54,Chennai,B202,Fraud,27,Female,None,Transport,23,No,,13.09092861,80.27861169
RPT-109235,12-05-2025,02-05-2025,09:14,Delhi,A101,Theft,79,Male,Poison,Residential,11,Yes,24:39.6,28.69048704,77.08683527
RPT-109236,25-01-2025,15-01-2025,01:43,Pune,B202,Cyber Crime,67,Male,Poison,Residential,16,Yes,24:39.6,18.52150797,73.85179184
RPT-109237,14-02-2025,30-01-2025,12:16,Hyderabad,E505,Theft,51,Other,Gun,Public,29,Yes,24:39.6,17.37003129,78.46713158
RPT-109238,05-10-2025,30-09-2025,15:35,Delhi,D404,Assault,54,Female,Gun,Cyber,21,No,,28.7016222,77.10672309
RPT-109239,17-08-2025,15-08-2025,20:23,Chennai,B202,Cyber Crime,72,Other,None,Public,29,Yes,24:39.6,13.09860602,80.26829605
RPT-109240,15-07-2025,06-07-2025,07:20,Bangalore,C303,Cyber Crime,84,Female,Blunt Object,Residential,6,Yes,24:39.6,12.96227389,77.59610453
RPT-109241,28-03-2025,15-03-2025,02:04,Chennai,C303,Cyber Crime,81,Male,Unknown,Commercial,24,Yes,24:39.6,13.09346257,80.28834604
RPT-109242,05-06-2025,01-06-2025,01:24,Kolkata,B202,Theft,27,Other,Blunt Object,Residential,23,Yes,24:39.6,22.56686008,88.3731176
RPT-109243,27-05-2025,24-05-2025,11:25,Pune,D404,Kidnapping,39,Female,Knife,Residential,16,Yes,24:39.6,18.50551084,73.84596653
RPT-109244,21-11-2024,10-11-2024,17:40,Hyderabad,B202,Cyber Crime,33,Male,Unknown,Commercial,27,No,,17.37883103,78.48048796
RPT-109245,19-03-2025,06-03-2025,16:34,Pune,C303,Theft,42,Male,Blunt Object,Private,24,Yes,24:39.6,18.52895837,73.84088006
RPT-109246,09-07-2025,06-07-2025,02:32,Hyderabad,F606,Kidnapping,35,Male,Poison,Transport,20,Yes,24:39.6,17.39767328,78.47205097
RPT-109247,13-08-2025,01-08-2025,13:21,Delhi,A101,Fraud,42,Male,None,Residential,12,No,,28.70005113,77.10110508
RPT-109248,23-01-2025,10-01-2025,17:16,Chennai,E505,Assault,35,Other,Blunt Object,Private,26,No,,13.06603271,80.28221686
RPT-109249,29-10-2025,22-10-2025,16:23,Delhi,B202,Theft,45,Other,Knife,Public,3,No,,28.68926108,77.08716176
RPT-109250,25-05-2025,12-05-2025,07:13,Chennai,E505,Robbery,44,Male,Unknown,Commercial,18,Yes,24:39.6,13.07068645,80.27080033
RPT-109251,01-07-2025,16-06-2025,15:10,Bangalore,B202,Burglary,13,Other,Poison,Public,6,Yes,24:39.6,12.98880306,77.58063938
RPT-109252,09-02-2025,04-02-2025,07:32,Hyderabad,E505,Cyber Crime,72,Female,Knife,Residential,8,No,,17.40467559,78.46948811
RPT-109253,14-02-2025,13-02-2025,06:00,Mumbai,E505,Burglary,30,Male,Unknown,Transport,17,Yes,24:39.6,19.09196748,72.86023827
RPT-109254,03-08-2025,02-08-2025,22:24,Mumbai,F606,Burglary,35,Female,Knife,Private,3,Yes,24:39.6,19.0837642,72.89004518
RPT-109255,13-03-2025,28-02-2025,03:39,Kolkata,F606,Cyber Crime,68,Male,Blunt Object,Public,29,No,,22.57020313,88.36509243
RPT-109256,08-03-2025,23-02-2025,07:24,Pune,B202,Robbery,45,Other,None,Residential,30,No,,18.51851343,73.85681616
RPT-109257,28-01-2025,21-01-2025,10:31,Hyderabad,F606,Robbery,25,Male,Knife,Cyber,3,Yes,24:39.6,17.38007684,78.48225371
RPT-109258,31-05-2025,27-05-2025,20:13,Mumbai,B202,Burglary,76,Female,None,Commercial,7,Yes,24:39.6,19.06877341,72.86891649
RPT-109259,12-05-2025,30-04-2025,10:21,Kolkata,A101,Assault,31,Male,Knife,Residential,14,No,,22.55627363,88.36027003
RPT-109260,03-07-2025,30-06-2025,10:55,Hyderabad,E505,Theft,51,Other,Knife,Residential,4,Yes,24:39.6,17.39871218,78.49837827
RPT-109261,04-04-2025,23-03-2025,22:16,Pune,B202,Cyber Crime,82,Other,None,Public,1,No,,18.50116017,73.86079507
RPT-109262,12-08-2025,02-08-2025,12:41,Pune,F606,Assault,43,Female,None,Transport,17,Yes,24:39.6,18.51558836,73.84808401
RPT-109263,28-04-2025,18-04-2025,22:36,Kolkata,E505,Robbery,63,Male,Poison,Transport,8,Yes,24:39.6,22.56300347,88.37808223
RPT-109264,30-06-2025,21-06-2025,03:44,Kolkata,G707,Burglary,32,Other,Blunt Object,Cyber,14,No,,22.58658917,88.34977435
RPT-109265,14-01-2025,09-01-2025,08:49,Chennai,B202,Theft,48,Male,None,Transport,13,Yes,24:39.6,13.08955437,80.28135764
RPT-109266,04-12-2025,24-11-2025,02:57,Mumbai,F606,Burglary,37,Other,Gun,Cyber,21,No,,19.05690237,72.89021277
RPT-109267,09-09-2025,25-08-2025,07:02,Delhi,C303,Fraud,14,Male,Unknown,Cyber,11,Yes,24:39.6,28.70463995,77.09494888
RPT-109268,28-01-2025,13-01-2025,09:52,Pune,B202,Theft,11,Female,Knife,Commercial,2,No,,18.52017276,73.83786587
RPT-109269,20-03-2025,17-03-2025,12:10,Mumbai,D404,Cyber Crime,77,Female,Poison,Residential,9,No,,19.09266603,72.88650495
RPT-109270,28-01-2025,24-01-2025,10:27,Delhi,F606,Burglary,62,Male,Blunt Object,Private,12,No,,28.71201796,77.09547935
RPT-109271,05-05-2025,28-04-2025,16:01,Kolkata,E505,Burglary,71,Male,None,Private,25,No,,22.59043286,88.37297243
RPT-109272,01-03-2025,25-02-2025,04:04,Pune,C303,Kidnapping,48,Male,Unknown,Cyber,2,No,,18.52109302,73.87069766
RPT-109273,11-11-2024,07-11-2024,11:54,Mumbai,C303,Theft,47,Other,Gun,Residential,6,No,,19.07046259,72.8775214
RPT-109274,16-12-2024,14-12-2024,08:03,Delhi,D404,Burglary,34,Other,Gun,Public,3,Yes,24:39.6,28.70401857,77.08681494
RPT-109275,14-06-2025,02-06-2025,16:59,Chennai,F606,Assault,75,Other,Blunt Object,Transport,2,No,,13.08137936,80.28367914
RPT-109276,03-08-2025,01-08-2025,23:13,Delhi,G707,Fraud,62,Other,Blunt Object,Residential,1,No,,28.68420736,77.12169189
RPT-109277,31-07-2025,16-07-2025,01:19,Bangalore,B202,Kidnapping,26,Male,Blunt Object,Commercial,18,No,,12.96194931,77.58357343
RPT-109278,22-09-2025,16-09-2025,13:06,Bangalore,G707,Kidnapping,39,Female,Unknown,Private,7,Yes,24:39.6,12.98375375,77.61181273
RPT-109279,08-09-2025,04-09-2025,05:02,Pune,C303,Kidnapping,60,Female,None,Public,8,Yes,24:39.6,18.50267604,73.85003765
RPT-109280,18-07-2025,03-07-2025,19:40,Chennai,E505,Fraud,15,Female,Gun,Cyber,25,No,,13.06608445,80.28471104
RPT-109281,20-12-2024,12-12-2024,04:24,Kolkata,G707,Theft,85,Male,Unknown,Public,19,Yes,24:39.6,22.58557969,88.37394236
RPT-109282,11-10-2025,06-10-2025,13:32,Chennai,A101,Cyber Crime,15,Male,Knife,Commercial,9,No,,13.06641746,80.25115875
RPT-109283,15-11-2024,06-11-2024,09:00,Delhi,E505,Cyber Crime,74,Male,Gun,Private,6,No,,28.70853944,77.09992754
RPT-109284,13-05-2025,07-05-2025,13:02,Mumbai,F606,Cyber Crime,31,Female,Knife,Residential,30,Yes,24:39.6,19.09111344,72.86348326
RPT-109285,01-07-2025,29-06-2025,03:32,Bangalore,C303,Robbery,21,Female,Gun,Transport,28,No,,12.96983326,77.57644186
RPT-109286,08-03-2025,23-02-2025,12:13,Chennai,D404,Assault,20,Male,Unknown,Cyber,12,No,,13.07151507,80.27762037
RPT-109287,08-10-2025,23-09-2025,19:36,Pune,D404,Fraud,31,Female,Gun,Private,8,Yes,24:39.6,18.52514744,73.86926008
RPT-109288,09-02-2025,04-02-2025,05:32,Pune,D404,Cyber Crime,80,Female,None,Cyber,19,No,,18.51330509,73.83727636
RPT-109289,28-08-2025,26-08-2025,13:21,Hyderabad,E505,Assault,23,Other,Knife,Commercial,5,No,,17.37999606,78.50174387
RPT-109290,07-02-2025,30-01-2025,17:36,Bangalore,B202,Burglary,39,Other,Unknown,Commercial,16,Yes,24:39.6,12.96066374,77.59958795
RPT-109291,13-01-2025,04-01-2025,02:10,Delhi,E505,Fraud,66,Female,Knife,Commercial,25,Yes,24:39.6,28.68437708,77.11159078
RPT-109292,06-11-2024,04-11-2024,05:26,Hyderabad,F606,Theft,82,Male,Poison,Public,30,Yes,24:39.6,17.36725696,78.46903751
RPT-109293,16-06-2025,13-06-2025,13:34,Hyderabad,C303,Burglary,33,Female,Unknown,Cyber,10,No,,17.37819994,78.49016917
RPT-109294,15-09-2025,08-09-2025,16:38,Hyderabad,C303,Burglary,65,Other,Blunt Object,Cyber,19,No,,17.38041642,78.50631694
RPT-109295,03-10-2025,02-10-2025,06:38,Delhi,F606,Burglary,21,Male,Gun,Commercial,3,No,,28.70119398,77.1217954
RPT-109296,06-02-2025,27-01-2025,05:20,Kolkata,A101,Fraud,54,Other,Knife,Private,17,No,,22.59124124,88.38143217
RPT-109297,24-02-2025,23-02-2025,08:58,Bangalore,E505,Assault,20,Female,None,Cyber,28,Yes,24:39.6,12.98446764,77.59266359
RPT-109298,21-03-2025,18-03-2025,00:52,Chennai,G707,Kidnapping,50,Male,None,Transport,21,No,,13.07568661,80.26658822
RPT-109299,19-05-2025,11-05-2025,16:02,Chennai,E505,Assault,69,Male,None,Public,11,Yes,24:39.6,13.06359586,80.28114856
RPT-109300,28-03-2025,25-03-2025,17:58,Pune,G707,Robbery,80,Female,Blunt Object,Transport,30,No,,18.51233308,73.87001499
RPT-109301,20-01-2025,18-01-2025,20:15,Hyderabad,E505,Fraud,15,Male,Unknown,Transport,19,Yes,24:39.6,17.38173821,78.50623584
RPT-109302,09-07-2025,03-07-2025,10:14,Mumbai,C303,Theft,37,Female,Blunt Object,Residential,12,Yes,24:39.6,19.07077648,72.89374746
RPT-109303,12-06-2025,30-05-2025,18:47,Hyderabad,A101,Kidnapping,39,Male,Poison,Cyber,28,Yes,24:39.6,17.38693692,78.47824499
RPT-109304,04-01-2025,30-12-2024,11:52,Delhi,E505,Assault,26,Male,Unknown,Cyber,13,No,,28.69823131,77.09404133
RPT-109305,16-12-2024,04-12-2024,00:33,Mumbai,E505,Cyber Crime,58,Female,Blunt Object,Transport,2,Yes,24:39.6,19.05823563,72.87514687
RPT-109306,24-05-2025,13-05-2025,19:40,Mumbai,B202,Burglary,31,Other,Unknown,Transport,23,No,,19.06007178,72.85977161
RPT-109307,09-08-2025,01-08-2025,14:05,Pune,F606,Assault,66,Male,Gun,Transport,19,Yes,24:39.6,18.51936373,73.87172953
RPT-109308,25-09-2025,17-09-2025,12:48,Pune,G707,Robbery,59,Female,Poison,Transport,24,No,,18.52508149,73.84641658
RPT-109309,27-09-2025,18-09-2025,18:33,Pune,D404,Cyber Crime,14,Female,Blunt Object,Commercial,30,No,,18.50582858,73.849199
RPT-109310,14-04-2025,31-03-2025,17:09,Bangalore,C303,Theft,70,Other,Unknown,Transport,5,No,,12.96843085,77.59430412
RPT-109311,24-11-2025,12-11-2025,17:19,Pune,F606,Robbery,72,Male,Knife,Public,17,Yes,24:39.6,18.53770455,73.8664121
RPT-109312,28-08-2025,16-08-2025,18:46,Pune,B202,Kidnapping,42,Other,Knife,Residential,22,Yes,24:39.6,18.53161135,73.83976837
RPT-109313,08-11-2024,28-10-2024,01:50,Delhi,G707,Robbery,29,Other,Unknown,Residential,3,No,,28.701035,77.11719788
RPT-109314,06-01-2025,26-12-2024,18:13,Bangalore,G707,Kidnapping,51,Male,Knife,Private,12,No,,12.96797297,77.57520876
RPT-109315,21-01-2025,17-01-2025,06:42,Bangalore,G707,Burglary,26,Other,Knife,Transport,24,Yes,24:39.6,12.98045455,77.57912884
RPT-109316,08-02-2025,31-01-2025,03:13,Mumbai,A101,Cyber Crime,79,Other,Unknown,Cyber,5,Yes,24:39.6,19.06038387,72.89079783
RPT-109317,18-04-2025,04-04-2025,21:06,Mumbai,G707,Fraud,81,Other,None,Commercial,10,No,,19.07650469,72.8928227
RPT-109318,29-09-2025,16-09-2025,08:39,Hyderabad,D404,Burglary,63,Male,None,Public,27,Yes,24:39.6,17.38696757,78.50206074
RPT-109319,05-02-2025,02-02-2025,06:46,Pune,C303,Cyber Crime,74,Other,Blunt Object,Public,20,Yes,24:39.6,18.51841421,73.86248799
RPT-109320,27-12-2024,12-12-2024,07:37,Mumbai,G707,Burglary,85,Female,Gun,Public,16,No,,19.06976672,72.86483096
RPT-109321,28-04-2025,27-04-2025,19:15,Hyderabad,A101,Fraud,31,Other,None,Transport,28,Yes,24:39.6,17.37766108,78.49512877
RPT-109322,30-11-2025,25-11-2025,04:52,Chennai,G707,Robbery,37,Female,Knife,Public,18,Yes,24:39.6,13.08180649,80.28565747
RPT-109323,13-10-2025,10-10-2025,19:24,Bangalore,C303,Fraud,53,Other,Blunt Object,Transport,14,No,,12.98644055,77.5920861
RPT-109324,04-05-2025,01-05-2025,05:52,Mumbai,D404,Assault,46,Other,Blunt Object,Public,3,No,,19.07742844,72.8843911
RPT-109325,22-07-2025,09-07-2025,23:32,Delhi,F606,Burglary,32,Female,Blunt Object,Private,24,Yes,24:39.6,28.7127385,77.08436913
RPT-109326,05-03-2025,18-02-2025,17:10,Bangalore,B202,Fraud,69,Male,None,Transport,25,Yes,24:39.6,12.97738154,77.61431564
RPT-109327,28-12-2024,16-12-2024,05:39,Pune,C303,Cyber Crime,36,Female,Knife,Private,13,Yes,24:39.6,18.53633387,73.87133367
RPT-109328,02-01-2025,27-12-2024,11:06,Hyderabad,D404,Cyber Crime,57,Male,Poison,Transport,17,Yes,24:39.6,17.38370234,78.47062815
RPT-109329,11-07-2025,28-06-2025,11:29,Hyderabad,F606,Cyber Crime,29,Female,Knife,Public,30,No,,17.4017973,78.49904661
RPT-109330,07-11-2024,24-10-2024,17:52,Chennai,C303,Assault,27,Other,Knife,Cyber,14,Yes,24:39.6,13.07505528,80.27290225
RPT-109331,17-10-2025,15-10-2025,10:01,Chennai,B202,Theft,54,Male,Gun,Commercial,4,Yes,24:39.6,13.06620471,80.25730206
RPT-109332,20-11-2025,11-11-2025,06:57,Kolkata,B202,Fraud,80,Male,Poison,Transport,18,Yes,24:39.6,22.57800654,88.34786865
RPT-109333,01-04-2025,20-03-2025,20:45,Kolkata,E505,Kidnapping,33,Female,Knife,Private,1,Yes,24:39.6,22.56772145,88.35128321
RPT-109334,20-02-2025,05-02-2025,09:03,Hyderabad,G707,Robbery,71,Female,Poison,Public,16,No,,17.40275627,78.4970971
RPT-109335,20-03-2025,13-03-2025,18:27,Bangalore,F606,Burglary,28,Male,None,Commercial,11,Yes,24:39.6,12.95371205,77.60861544
RPT-109336,28-03-2025,14-03-2025,03:13,Chennai,F606,Theft,51,Female,None,Private,16,Yes,24:39.6,13.10082524,80.25390273
RPT-109337,03-04-2025,30-03-2025,19:12,Bangalore,A101,Theft,45,Other,Knife,Residential,1,Yes,24:39.6,12.96221199,77.60786985
RPT-109338,01-06-2025,27-05-2025,23:04,Pune,C303,Theft,68,Male,Unknown,Transport,19,No,,18.53180296,73.86846871
